longitude,latitude
121.444,31.279
121.495,31.262
121.495,31.26
121.444,31.272
121.463,31.251
121.542,31.287
121.413,31.141
121.379,31.324
121.426,31.267
121.501,31.249
121.524,31.142
121.432,31.153
121.445,31.342
121.483,31.289
121.459,31.159
121.351,31.221
121.366,31.251
121.392,31.231
121.404,31.188
121.421,31.139
121.556,31.174
121.503,31.281
121.42,31.201
121.482,31.245
121.48,31.245
121.508,31.251
121.373,31.258000000000006
121.444,31.314
121.475,31.33
121.427,31.137
121.478,31.256
121.474,31.215
121.386,31.227
121.491,31.278
121.415,31.138
121.464,31.199
121.495,31.327
121.447,31.161
121.286,31.033
121.482,31.275
121.417,31.146
121.449,31.293000000000006
121.486,31.297
121.524,31.281
121.54,31.303
121.379,31.255
121.481,31.333
121.412,31.298
121.431,31.186
121.541,31.297
121.322,31.233
121.445,31.288
121.531,31.221
121.531,31.277
121.492,31.231
121.481,31.336
121.532,31.277
121.491,31.248
121.526,31.286
121.519,31.305
121.455,31.153
121.428,31.156
121.423,31.249
121.44,31.178
121.469,31.196
121.391,31.268
121.468,31.324
121.485,31.31
121.466,31.293000000000006
121.448,31.306
121.463,31.282
121.485,31.343000000000004
121.428,31.314
121.471,31.241
121.422,31.231
121.395,31.235
121.441,31.296
121.483,31.29
121.447,31.332
121.44,31.189
121.529,31.314
121.534,31.287
121.44,31.236
121.531,31.323
121.367,31.251
121.464,31.218000000000004
121.363,31.343000000000004
121.352,31.256
121.527,31.303
121.496,31.339
121.483,31.257
121.492,31.308000000000003
121.4,31.261
121.44,31.315
121.432,31.154
121.545,31.217
121.436,31.332
121.435,31.161
121.438,31.244
121.437,31.338
121.504,31.263
121.414,31.153
121.394,31.223000000000006
121.443,31.204
121.421,31.139
121.404,31.239
121.415,31.218000000000004
121.504,31.122
121.363,31.254
121.474,31.222
121.373,31.262
121.476,31.211
121.483,31.303
121.569,31.261
121.476,31.297
121.4,31.289
121.434,31.167
121.507,31.329
121.458,31.281
121.41,31.227
121.531,31.323
121.539,31.286
121.531,31.175
121.431,31.26
121.47,31.251
121.512,31.284
121.534,31.331
121.501,31.308000000000003
121.472,31.197
121.528,31.266
121.506,31.329
121.449,31.305
121.394,31.282
121.511,31.277
121.429,31.214
121.438,31.281
121.518,31.185
121.433,31.143
121.466,31.29
121.404,31.213
121.505,31.219
121.538,31.315
121.438,31.142
121.363,31.241
121.317,31.238000000000003
121.512,31.302
121.439,31.262
121.387,31.109
121.394,31.247
121.48,31.297
121.536,31.333
121.448,31.273000000000003
121.401,31.13
121.498,31.217
121.523,31.307
121.493,31.279
121.45,31.22
121.528,31.301
121.498,31.341
121.481,31.295
121.484,31.304
121.386,31.199
121.51,31.308000000000003
121.521,31.289
121.44,31.282
121.505,31.22
121.474,31.283
121.451,31.31
121.448,31.312
121.478,31.236
121.49,31.307
121.397,31.249
121.31,31.286
121.386,31.239
121.401,31.25
121.425,31.293000000000006
121.441,31.214
121.414,31.146
121.504,31.266
121.448,31.316
121.422,31.216
121.493,31.282
121.511,31.181
121.474,31.227
121.607,31.279
121.49,31.331
121.485,31.243
121.562,31.21
121.509,31.296
121.295,31.271
121.432,31.151
121.455,31.228
121.473,31.206
121.397,31.248
121.415,31.234
121.44,31.181
121.518,31.311
121.443,31.156
121.425,31.203000000000007
121.479,31.311
121.443,31.281
121.533,31.268
121.503,31.394
121.54,31.288
121.478,31.339
121.419,31.206
121.425,31.198
121.425,31.271
121.497,31.27
121.512,31.266
121.469,31.325
121.399,31.344
121.455,31.322
121.325,31.238000000000003
121.579,31.255
121.554,31.288
121.435,31.125
121.384,31.314
121.483,31.294
121.452,31.127
121.449,31.212
121.41,31.289
121.515,31.34
121.553,31.243
121.308,31.288
121.49,31.288
121.498,31.261
121.473,31.294
121.443,31.327
121.346,31.286
121.54,31.284
121.387,31.25
121.441,31.228
121.453,31.235
121.48,31.224
121.449,31.205
121.493,31.307
121.444,31.323
121.381,31.137
121.276,31.173
121.532,31.305
121.453,31.271
121.436,31.169
121.478,31.269
121.43,31.274
121.451,31.274
121.494,31.311
121.546,31.28
121.391,31.109
121.394,31.133000000000006
121.408,31.177
121.335,31.262
121.426,31.173
121.485,31.318
121.355,31.295
121.418,31.279
121.479,31.26
121.36,31.242
121.516,31.3
121.491,31.209
121.322,31.24
121.468,31.197
121.494,31.25
121.31,31.237
121.405,31.334
121.516,31.253
121.473,31.271
121.275,31.163
121.456,31.123
121.432,31.199
121.498,31.26
121.486,31.216
121.363,31.254
121.537,31.306
121.49,31.305
121.474,31.195
121.385,31.112
121.412,31.196
121.477,31.263
121.411,31.242
121.438,31.339
121.407,31.242
121.527,31.318
121.477,31.198
121.53,31.2
121.51,31.281
121.545,31.246
121.51,31.25
121.494,31.315
121.463,31.323
121.425,31.165
121.506,31.329
121.497,31.208
121.516,31.252
121.411,31.265
121.515,31.268
121.429,31.28
121.413,31.276
121.38,31.251
121.46,31.265
121.494,31.204
121.409,31.358
121.434,31.203000000000007
121.398,31.241
121.436,31.211
121.427,31.183000000000003
121.441,31.287
121.503,31.221
121.557,31.272
121.461,31.197
121.348,31.259
121.459,31.255
121.437,31.338
121.508,31.303
121.423,31.122
121.44,31.182
121.32,31.24
121.452,31.279
121.435,31.208
121.506,31.276
121.542,31.179
121.496,31.282
121.49,31.184
121.362,31.254
121.407,31.158
121.506,31.305
121.436,31.125
121.452,31.279
121.488,31.216
121.426,31.212
121.477,31.301
121.51,31.291
121.489,31.276
121.434,31.356
121.489,31.294
121.437,31.24
121.423,31.249
121.452,31.308000000000003
121.47,31.231
121.432,31.149
121.424,31.392
121.489,31.294
121.461,31.198
121.388,31.282
121.432,31.168000000000006
121.51,31.29
121.47,31.202
121.481,31.306
121.493,31.276
121.473,31.273000000000003
121.472,31.222
121.525,31.322
121.497,31.327
121.428,31.191
121.469,31.25
121.493,31.272
121.478,31.27
121.404,31.246
121.478,31.27
121.423,31.201
121.497,31.18
121.466,31.209
121.403,31.218000000000004
121.379,31.193
121.48,31.226
121.36,31.218000000000004
121.389,31.252
121.366,31.227
121.41,31.235
121.425,31.163
121.415,31.244
121.462,31.311
121.398,31.233
121.407,31.299
121.434,31.354
121.457,31.226
121.474,31.325
121.384,31.191
121.246,31.369
121.437,31.337
121.516,31.199
121.409,31.229
121.42,31.195
121.47,31.229
121.509,31.28
121.424,31.205
121.469,31.264
121.491,31.219
121.405,31.25
121.452,31.157
121.53,31.314
121.533,31.269
121.439,31.196
121.456,31.273000000000003
121.349,31.222
121.335,31.241
121.507,31.282
121.401,31.252
121.549,31.271
121.519,31.312
121.485,31.306
121.506,31.302
121.406,31.253
121.521,31.326
121.495,31.26
121.524,31.334
121.458,31.335
121.469,31.22
121.438,31.176
121.529,31.334
121.531,31.304
121.408,31.313
121.295,31.209
121.426,31.183000000000003
121.453,31.279
121.401,31.066
121.513,31.237
121.528,31.22
121.417,31.243
121.435,31.133000000000006
121.437,31.205
121.413,31.208
121.322,31.298
121.535,31.285
121.385,31.283
121.38,31.186
121.535,31.285
121.375,31.104
121.538,31.291
121.408,31.177
121.527,31.278
121.464,31.271
121.518,31.319000000000006
121.31,31.286
121.439,31.132
121.449,31.226
121.433,31.154
121.413,31.269
121.47,31.221
121.43,31.316
121.486,31.271
121.442,31.33
121.52,31.319000000000006
121.431,31.252
121.432,31.277
121.435,31.184
121.465,31.272
121.437,31.241
121.509,31.191
121.434,31.166
121.363,31.122
121.43,31.278
121.48,31.253
121.449,31.353
121.417,31.355
121.457,31.201
121.486,31.267
121.381,31.233
121.485,31.306
121.448,31.227
121.485,31.319000000000006
121.451,31.2
121.381,31.135
121.555,31.181
121.51,31.257
121.457,31.331
121.514,31.277
121.349,31.179
121.431,31.35
121.391,31.203000000000007
121.517,31.271
121.494,31.248
121.516,31.192
121.672,31.284
121.453,31.236
121.45,31.149
121.458,31.172
121.348,31.281
121.399,31.248
121.474,31.323
121.503,31.222
121.497,31.327
121.49,31.28
121.453,31.31
121.335,31.24
121.485,31.166
121.35,31.097
121.352,31.22
121.48,31.307
121.538,31.319000000000006
121.482,31.282
121.469,31.257
121.483,31.201
121.496,31.283
121.538,31.142
121.525,31.326
121.482,31.202
121.487,31.212
121.483,31.268
121.533,31.318
121.239,31.344
121.438,31.339
121.447,31.319000000000006
121.455,31.271
121.348,31.209
121.398,31.294
121.284,31.257
121.427,31.183000000000003
121.437,31.243
121.369,31.176
121.406,31.249
121.387,31.098000000000006
121.354,31.288
121.476,31.282
121.518,31.3
121.541,31.324
121.483,31.29
121.508,31.161
121.452,31.282
121.508,31.271
121.491,31.286
121.472,31.251
121.314,31.246
121.514,31.306
121.357,31.242
121.401,31.236
121.603,31.28
121.433,31.223000000000006
121.498,31.211
121.489,31.207
121.365,31.18
121.414,31.272
121.485,31.302
121.493,31.272
121.505,31.181
121.484,31.264
121.394,31.219
121.574,31.243
121.466,31.266
121.538,31.296
121.531,31.323
121.457,31.264
121.37,31.343000000000004
121.444,31.278
121.478,31.295
121.373,31.357
121.445,31.212
121.494,31.209
121.485,31.268
121.54,31.3
121.322,31.258000000000006
121.501,31.261
121.441,31.31
121.519,31.225
121.38,31.176
121.443,31.327
121.332,31.224
121.458,31.313
121.377,31.163
121.424,31.156
121.356,31.242
121.408,31.2
121.487,31.343000000000004
121.467,31.331
121.492,31.387
121.528,31.301
121.435,31.286
121.496,31.305
121.441,31.331
121.609,31.272
121.38,31.217
121.451,31.234
121.472,31.294
121.383,31.166
121.446,31.319000000000006
121.469,31.325
121.39,31.291
121.403,31.285
121.533,31.295
121.474,31.157
121.422,31.173
121.44,31.214
121.407,31.357
121.554,31.273000000000003
121.488,31.288
121.448,31.225
121.486,31.251
121.507,31.264
121.498,31.219
121.438,31.167
121.547,31.229
121.538,31.325
121.411,31.289
121.485,31.247
121.457,31.193
121.555,31.306
121.404,31.279
121.544,31.266
121.448,31.305
121.524,31.328000000000007
121.475,31.325
121.396,31.245
121.539,31.142
121.404,31.159
121.507,31.273000000000003
121.567,31.247
121.376,31.277
121.445,31.225
121.536,31.285
121.536,31.212
121.499,31.295
121.543,31.327
121.437,31.293000000000006
121.435,31.324
121.357,31.363000000000003
121.53,31.289
121.429,31.161
121.525,31.274
121.629,31.247
121.49,31.253
121.498,31.281
121.473,31.193
121.497,31.281
121.503,31.301
121.526,31.316
121.351,31.279
121.408,31.266
121.532,31.327
121.455,31.33
121.35,31.28
121.482,31.341
121.506,31.251
121.458,31.192
121.543,31.274
121.499,31.267
121.449,31.248
121.469,31.204
121.349,31.209
121.423,31.283
121.524,31.264
121.438,31.215
121.491,31.202
121.397,31.181
121.498,31.315
121.531,31.315
121.36,31.218000000000004
121.429,31.246
121.393,31.154
121.477,31.256
121.488,31.286
121.451,31.269
121.405,31.103
121.444,31.278
121.448,31.201
121.488,31.314
121.485,31.319000000000006
121.479,31.239
121.49,31.291
121.463,31.254
121.388,31.139
121.382,31.161
121.462,31.21
121.452,31.183000000000003
121.52,31.312
121.501,31.275
121.552,31.276
121.479,31.272
121.338,31.264
121.537,31.21
121.446,31.287
121.378,31.318
121.414,31.302
121.403,31.13
121.428,31.193
121.532,31.314
121.39,31.24
121.41,31.152
121.533,31.295
121.531,31.221
121.487,31.297
121.454,31.153
121.507,31.241
121.391,31.202
121.425,31.145
121.333,31.237
121.389,31.203000000000007
121.441,31.229
121.534,31.224
121.411,31.404
121.498,31.138
121.499,31.233
121.455,31.291
121.455,31.153
121.368,31.256
121.245,31.345
121.449,31.293000000000006
121.277,31.227
121.439,31.277
121.517,31.271
121.442,31.309
121.494,31.329
121.452,31.308000000000003
121.546,31.295
121.442,31.206
121.401,31.231
121.437,31.16
121.489,31.331
121.339,31.259
121.535,31.287
121.442,31.33
121.488,31.258000000000006
121.451,31.293000000000006
121.353,31.226
121.385,31.167
121.415,31.238000000000003
121.478,31.239
121.455,31.215
121.438,31.304
121.473,31.197
121.531,31.227
121.471,31.298
121.4,31.142
121.478,31.225
121.49,31.28
121.511,31.198
121.356,31.226
121.535,31.287
121.486,31.159
121.433,31.281
121.494,31.307
121.386,31.255
121.52,31.315
121.484,31.239
121.469,31.218000000000004
121.489,31.26
121.399,31.279
121.51,31.304
121.478,31.27
121.41,31.176
121.421,31.284
121.6,31.203000000000007
121.522,31.316
121.515,31.268
121.47,31.23
121.456,31.186
121.385,31.286
121.449,31.252
121.408,31.177
121.553,31.28
121.521,31.27
121.458,31.282
121.477,31.213
121.408,31.143
121.47,31.25
121.418,31.201
121.447,31.139
121.506,31.273000000000003
121.475,31.32
121.485,31.202
121.369,31.191
121.389,31.258000000000006
121.461,31.203000000000007
121.428,31.218000000000004
121.471,31.32
121.474,31.208
121.372,31.345
121.477,31.236
121.49,31.291
121.508,31.293000000000006
121.417,31.284
121.538,31.296
121.414,31.302
121.275,31.24
121.478,31.203000000000007
121.408,31.163
121.433,31.255
121.457,31.322
121.418,31.24
121.455,31.218000000000004
121.317,31.246
121.414,31.146
121.41,31.296
121.428,31.282
121.592,31.245
121.412,31.164
121.434,31.273000000000003
121.424,31.197
121.405,31.217
121.396,31.212
121.483,31.259
121.485,31.344
121.498,31.216
121.402,31.272
121.448,31.213
121.539,31.328000000000007
121.51,31.27
121.313,31.286
121.468,31.197
121.499,31.335
121.485,31.319000000000006
121.4,31.135
121.516,31.226
121.392,31.188
121.442,31.226
121.541,31.328000000000007
121.455,31.244
121.451,31.245
121.453,31.279
121.455,31.316
121.463,31.228
121.427,31.276
121.568,31.252
121.499,31.285
121.502,31.22
121.537,31.268
121.473,31.199
121.54,31.186
121.397,31.321
121.434,31.303
121.514,31.274
121.445,31.179
121.454,31.207
121.367,31.237
121.462,31.296
121.455,31.263
121.393,31.196
121.369,31.119
121.458,31.26
121.507,31.262
121.405,31.245
121.409,31.269
121.469,31.206
121.432,31.321
121.49,31.262
121.467,31.302
121.558,31.227
121.365,31.258000000000006
121.394,31.259
121.403,31.204
121.471,31.325
121.371,31.231
121.46,31.177
121.515,31.303
121.359,31.154
121.418,31.167
121.4,31.208
121.391,31.357
121.517,31.193
121.344,31.289
121.532,31.331
121.467,31.27
121.374,31.175
121.399,31.159
121.483,31.295
121.453,31.17
121.526,31.187
121.478,31.276
121.463,31.255
121.483,31.29
121.49,31.284
121.474,31.294
121.506,31.282
121.365,31.358
121.421,31.285
121.367,31.228
121.507,31.257
121.551,31.279
121.444,31.196
121.322,31.298
121.353,31.129
121.35,31.281
121.409,31.276
121.485,31.278
121.436,31.252
121.476,31.209
121.308,31.213
121.401,31.131
121.318,31.193
121.488,31.218000000000004
121.525,31.32
121.544,31.283
121.404,31.242
121.512,31.272
121.485,31.303
121.493,31.182
121.511,31.298
121.445,31.228
121.348,31.28
121.339,31.149
121.348,31.282
121.437,31.313
121.483,31.212
121.462,31.196
121.434,31.167
121.367,31.208
121.518,31.309
121.546,31.16
121.491,31.227
121.423,31.242
121.369,31.19
121.215,31.049
121.493,31.315
121.34,31.153
121.393,31.247
121.441,31.135
121.516,31.281
121.293,31.206
121.485,31.293000000000006
121.437,31.296
121.49,31.232
121.488,31.313
121.482,31.2
121.431,31.247
121.366,31.344
121.412,31.2
121.413,31.12
121.442,31.19
121.528,31.279
121.401,31.236
121.505,31.332
121.353,31.216
121.414,31.18
121.269,31.146
121.463,31.211
121.508,31.297
121.535,31.3
121.479,31.275
121.536,31.278
121.44,31.372
121.465,31.276
121.394,31.258000000000006
121.425,31.293000000000006
121.458,31.259
121.325,31.24
121.473,31.294
121.531,31.275
121.477,31.236
121.427,31.23
121.381,31.221
121.493,31.258000000000006
121.329,31.146
121.421,31.211
121.368,31.237
121.603,31.28
121.382,31.151
121.539,31.321
121.533,31.222
121.5,31.344
121.437,31.196
121.325,31.298
121.524,31.26
121.535,31.3
121.429,31.211
121.53,31.289
121.475,31.404
121.361,31.135
121.494,31.179
121.359,31.211
121.431,31.247
121.487,31.233
121.467,31.201
121.544,31.292
121.455,31.263
121.368,31.208
121.514,31.3
121.476,31.328000000000007
121.481,31.315
121.515,31.313
121.328,31.22
121.461,31.202
121.45,31.327
121.541,31.288
121.476,31.328000000000007
121.355,31.295
121.47,31.25
121.464,31.25
121.467,31.204
121.542,31.271
121.492,31.186
121.493,31.163
121.381,31.175
121.433,31.316
121.484,31.266
121.442,31.191
121.503,31.25
121.467,31.273000000000003
121.384,31.274
121.49,31.244
121.469,31.228
121.526,31.323
121.557,31.272
121.467,31.303
121.478,31.197
121.536,31.313
121.479,31.338
121.416,31.293000000000006
121.401,31.211
121.403,31.309
121.385,31.252
121.428,31.21
121.527,31.278
121.399,31.229
121.446,31.327
121.484,31.305
121.443,31.27
121.444,31.169
121.425,31.219
121.406,31.244
121.403,31.233
121.485,31.199
121.509,31.142
121.412,31.232
121.497,31.262
121.382,31.158
121.478,31.27
121.493,31.23
121.518,31.275
121.481,31.311
121.543,31.202
121.437,31.239
121.527,31.291
121.53,31.318
121.527,31.285
121.434,31.167
121.543,31.166
121.579,31.155
121.346,31.283
121.533,31.294
121.531,31.321
121.509,31.272
121.4,31.261
121.577,31.257
121.504,31.273000000000003
121.507,31.316
121.481,31.225
121.428,31.209
121.388,31.277
121.407,31.206
121.49,31.311
121.417,31.293000000000006
121.51,31.291
121.429,31.233
121.489,31.242
121.449,31.294
121.532,31.305
121.521,31.316
121.483,31.285
121.411,31.354
121.422,31.236
121.52,31.308000000000003
121.436,31.151
121.538,31.291
121.452,31.201
121.457,31.115
121.443,31.28
121.531,31.323
121.36,31.204
121.484,31.276
121.411,31.29
121.509,31.303
121.425,31.254
121.476,31.253
121.444,31.173
121.364,31.35
121.442,31.17
121.438,31.278
121.372,31.31
121.441,31.331
121.455,31.219
121.535,31.331
121.425,31.293000000000006
121.359,31.259
121.446,31.324
121.472,31.26
121.384,31.261
121.521,31.181
121.457,31.212
121.369,31.236
121.483,31.268
121.51,31.281
121.497,31.282
121.435,31.16
121.449,31.284
121.512,31.294
121.463,31.181
121.459,31.159
121.485,31.294
121.505,31.268
121.411,31.181
121.451,31.287
121.516,31.29
121.374,31.313
121.369,31.248
121.378,31.11
121.443,31.222
121.426,31.286
121.477,31.327
121.477,31.199
121.513,31.303
121.536,31.293000000000006
121.467,31.31
121.509,31.28
121.49,31.307
121.504,31.263
121.42,31.083
121.53,31.257
121.44,31.172
121.46,31.332
121.492,31.262
121.46,31.265
121.449,31.184
121.457,31.2
121.545,31.204
121.445,31.198
121.47,31.279
121.401,31.291
121.422,31.331
121.513,31.303
121.42,31.135
121.446,31.014
121.426,31.203000000000007
121.394,31.272
121.455,31.316
121.467,31.234
121.35,31.171
121.396,31.228
121.448,31.227
121.486,31.271
121.505,31.183000000000003
121.427,31.167
121.562,31.16
121.533,31.268
121.403,31.184
121.319,31.138
121.525,31.318
121.442,31.18
121.478,31.258000000000006
121.536,31.27
121.553,31.28
121.432,31.154
121.297,31.203000000000007
121.5,31.119
121.528,31.191
121.384,31.111
121.441,31.282
121.479,31.217
121.411,31.289
121.534,31.27
121.525,31.233
121.337,31.318
121.386,31.32
121.499,31.275
121.39,31.088
121.48,31.225
121.446,31.266
121.404,31.251
121.488,31.298
121.544,31.293000000000006
121.341,31.253
121.491,31.331
121.534,31.321
121.314,31.291
121.459,31.25
121.492,31.371
121.513,31.336
121.441,31.254
121.412,31.273000000000003
121.5,31.12
121.499,31.254
121.39,31.246
121.522,31.255
121.399,31.217
121.491,31.331
121.444,31.206
121.512,31.275
121.364,31.217
121.384,31.261
121.489,31.202
121.433,31.151
121.438,31.356
121.447,31.203000000000007
121.487,31.343000000000004
121.405,31.221
121.445,31.263
121.529,31.285
121.404,31.248
121.311,31.214
121.524,31.308000000000003
121.445,31.187
121.32,31.24
121.504,31.287
121.424,31.169
121.415,31.272
121.389,31.276
121.442,31.223000000000006
121.432,31.281
121.387,31.173
121.454,31.235
121.422,31.274
121.4,31.288
121.484,31.181
121.425,31.271
121.433,31.265
121.514,31.332
121.508,31.196
121.445,31.288
121.502,31.279
121.327,31.227
121.434,31.261
121.44,31.189
121.494,31.251
121.443,31.297
121.568,31.197
121.532,31.323
121.501,31.262
121.506,31.321
121.495,31.211
121.533,31.271
121.502,31.291
121.501,31.208
121.397,31.321
121.506,31.282
121.444,31.307
121.526,31.323
121.413,31.272
121.407,31.26
121.438,31.34
121.518,31.283
121.454,31.244
121.487,31.204
121.533,31.268
121.395,31.247
121.396,31.209
121.462,31.327
121.437,31.296
121.485,31.319000000000006
121.344,31.089
121.491,31.209
121.519,31.309
121.545,31.285
121.484,31.206
121.398,31.146
121.45,31.292
121.535,31.287
121.384,31.21
121.329,31.291
121.408,31.2
121.524,31.329
121.381,31.243
121.48,31.294
121.474,31.274
121.459,31.214
121.496,31.314
121.45,31.228
121.377,31.308000000000003
121.515,31.278
121.4,31.262
121.57,31.249
121.461,31.231
121.405,31.274
121.481,31.292
121.446,31.324
121.436,31.135
121.422,31.274
121.442,31.174
121.472,31.197
121.481,31.232
121.485,31.306
121.476,31.276
121.495,31.317
121.531,31.314
121.475,31.322
121.449,31.186
121.578,31.281
121.527,31.303
121.449,31.37
121.413,31.232
121.402,31.246
121.581,31.238000000000003
121.476,31.403
121.326,31.299
121.473,31.253
121.391,31.251
121.439,31.254
121.533,31.268
121.471,31.293000000000006
121.485,31.306
121.482,31.258000000000006
121.531,31.323
121.367,31.236
121.382,31.161
121.492,31.271
121.438,31.259
121.487,31.24
121.425,31.225
121.349,31.26
121.439,31.26
121.362,31.243
121.482,31.201
121.442,31.331
121.479,31.283
121.436,31.387
121.444,31.247
121.493,31.315
121.522,31.271
121.438,31.242
121.442,31.295
121.507,31.277
121.432,31.235
121.442,31.297
121.501,31.308000000000003
121.408,31.265
121.439,31.214
121.479,31.263
121.394,31.177
121.525,31.326
121.416,31.279
121.415,31.336
121.372,31.252
121.459,31.25
121.531,31.277
121.507,31.279
121.536,31.328000000000007
121.49,31.293000000000006
121.538,31.296
121.464,31.199
121.452,31.2
121.443,31.17
121.503,31.267
121.369,31.249
121.28,31.291
121.464,31.266
121.442,31.231
121.431,31.35
121.509,31.292
121.505,31.309
121.403,31.29
121.438,31.34
121.531,31.315
121.443,31.197
121.428,31.21
121.466,31.306
121.336,31.243
121.401,31.237
121.341,31.166
121.48,31.275
121.542,31.311
121.476,31.239
121.348,31.281
121.43,31.248
121.409,31.229
121.506,31.276
121.463,31.181
121.455,31.317
121.473,31.205
121.461,31.257
121.543,31.275
121.444,31.278
121.499,31.344
121.457,31.319000000000006
121.521,31.316
121.479,31.269
121.531,31.275
121.439,31.189
121.4,31.157
121.455,31.317
121.381,31.244
121.496,31.282
121.396,31.258000000000006
121.544,31.292
121.484,31.204
121.451,31.258000000000006
121.385,31.284
121.314,31.232
121.395,31.222
121.525,31.238000000000003
121.352,31.256
121.406,31.25
121.475,31.213
121.317,31.31
121.391,31.268
121.483,31.276
121.515,31.303
121.407,31.136
121.54,31.306
121.438,31.279
121.45,31.167
121.58,31.274
121.532,31.322
121.348,31.266
121.419,31.224
121.423,31.302
121.495,31.266
121.52,31.305
121.541,31.305
121.473,31.193
121.539,31.188
121.365,31.277
121.449,31.213
121.412,31.17
121.455,31.227
121.486,31.239
121.42,31.157
121.446,31.31
121.49,31.21
121.545,31.308000000000003
121.49,31.262
121.484,31.212
121.43,31.234
121.596,31.25
121.448,31.234
121.452,31.183000000000003
121.404,31.289
121.391,31.275
121.478,31.32
121.455,31.254
121.463,31.279
121.402,31.196
121.514,31.303
121.44,31.213
121.369,31.208
121.359,31.247
121.381,31.232
121.423,31.264
121.497,31.29
121.457,31.282
121.46,31.159
121.422,31.283
121.361,31.212
121.517,31.261
121.377,31.233
121.442,31.201
121.507,31.217
121.46,31.407
121.509,31.224
121.508,31.162
121.477,31.3
121.396,31.173
121.442,31.138
121.439,31.407
121.442,31.221
121.489,31.311
121.533,31.277
121.484,31.32
121.429,31.246
121.503,31.286
121.389,31.203000000000007
121.371,31.346
121.494,31.315
121.299,31.269
121.448,31.308000000000003
121.347,31.258000000000006
121.445,31.289
121.379,31.194000000000006
121.506,31.302
121.441,31.308000000000003
121.535,31.164
121.417,31.268
121.49,31.257
121.446,31.203000000000007
121.491,31.208
121.481,31.29
121.443,31.23
121.42,31.275
121.395,31.232
121.485,31.304
121.428,31.252
121.345,31.079
121.553,31.18
121.488,31.204
121.437,31.313
121.376,31.266
121.534,31.293000000000006
121.325,31.314
121.438,31.278
121.516,31.274
121.454,31.224
121.537,31.272
121.42,31.197
121.52,31.133000000000006
121.485,31.306
121.45,31.308000000000003
121.448,31.127
121.45,31.23
121.422,31.274
121.358,31.218000000000004
121.483,31.301
121.462,31.157
121.441,31.259
121.377,31.232
121.486,31.239
121.387,31.081
121.426,31.213
121.46,31.177
121.489,31.217
121.441,31.321
121.456,31.275
121.322,31.31
121.459,31.16
121.45,31.233
121.477,31.291
121.389,31.321
121.429,31.168000000000006
121.45,31.256
121.531,31.323
121.453,31.256
121.459,31.335
121.475,31.249
121.321,31.285
121.308,31.22
121.35,31.281
121.461,31.208
121.485,31.306
121.384,31.129
121.377,31.278
121.298,31.312
121.531,31.323
121.597,31.071
121.528,31.256
121.491,31.341
121.354,31.168000000000006
121.514,31.139
121.491,31.219
121.472,31.191
121.458,31.192
121.393,31.307
121.548,31.289
121.435,31.13
121.438,31.246
121.442,31.282
121.513,31.302
121.511,31.276
121.494,31.16
121.426,31.241
121.554,31.29
121.383,31.166
121.517,31.21
121.465,31.257
121.525,31.327
121.529,31.288
121.475,31.214
121.488,31.212
121.412,31.186
121.47,31.298
121.447,31.324
121.378,31.232
121.483,31.222
121.36,31.217
121.443,31.214
121.533,31.201
121.424,31.225
121.493,31.135
121.472,31.325
121.532,31.313
121.443,31.2
121.409,31.164
121.475,31.218000000000004
121.406,31.22
121.487,31.238000000000003
121.37,31.281
121.537,31.283
121.396,31.228
121.33,31.228
121.535,31.226
121.465,31.184
121.405,31.242
121.485,31.174
121.531,31.305
121.482,31.29
121.313,31.202
121.519,31.302
121.488,31.26
121.412,31.186
121.466,31.31
121.465,31.34
121.41,31.245
121.388,31.134
121.443,31.247
121.525,31.322
121.462,31.196
121.432,31.368
121.41,31.151
121.442,31.189
121.386,31.293000000000006
121.511,31.306
121.346,31.382
121.491,31.331
121.435,31.185
121.484,31.234
121.501,31.308000000000003
121.482,31.201
121.468,31.176
121.476,31.218000000000004
121.403,31.309
121.568,31.155
121.478,31.276
121.529,31.334
121.545,31.232
121.468,31.261
121.529,31.279
121.296,31.213
121.336,31.159
121.449,31.305
121.568,31.218000000000004
121.474,31.217
121.447,31.256
121.369,31.359
121.536,31.288
121.49,31.211
121.342,31.252
121.452,31.266
121.542,31.289
121.533,31.286
121.516,31.288
121.322,31.296
121.506,31.268
121.522,31.302
121.515,31.251
121.432,31.154
121.446,31.319000000000006
121.467,31.206
121.488,31.239
121.496,31.262
121.41,31.141
121.492,31.271
121.499,31.334
121.416,31.243
121.497,31.34
121.513,31.294
121.465,31.406
121.464,31.182
121.477,31.246
121.491,31.198
121.389,31.291
121.507,31.191
121.443,31.198
121.459,31.265
121.549,31.271
121.529,31.279
121.421,31.219
121.536,31.288
121.477,31.287
121.455,31.328000000000007
121.372,31.345
121.44,31.196
121.494,31.282
121.444,31.208
121.431,31.192
121.539,31.272
121.465,31.267
121.472,31.305
121.52,31.32
121.39,31.263
121.483,31.282
121.408,31.133000000000006
121.401,31.15
121.434,31.192
121.49,31.279
121.509,31.303
121.402,31.105
121.471,31.255
121.398,31.161
121.371,31.346
121.48,31.297
121.454,31.207
121.469,31.319000000000006
121.448,31.305
121.475,31.262
121.549,31.271
121.48,31.311
121.449,31.255
121.399,31.269
121.385,31.284
121.468,31.223000000000006
121.482,31.285
121.628,31.272
121.489,31.244
121.396,31.26
121.455,31.311
121.488,31.215
121.443,31.183000000000003
121.435,31.324
121.57,31.346
121.536,31.305
