longitude,latitude
121.448,31.308000000000003
121.368,31.252
121.478,31.21
121.529,31.286
121.408,31.216
121.478,31.209
121.483,31.32
121.386,31.137
121.463,31.181
121.539,31.314
121.384,31.207
121.493,31.221
121.386,31.32
121.532,31.323
121.446,31.242
121.404,31.127
121.436,31.168000000000006
121.499,31.308000000000003
121.396,31.258000000000006
121.433,31.32
121.387,31.269
121.445,31.212
121.428,31.218000000000004
121.539,31.142
121.521,31.291
121.441,31.261
121.487,31.269
121.536,31.194000000000006
121.532,31.179
121.444,31.34
121.341,31.253
121.406,31.242
121.437,31.34
121.381,31.137
121.351,31.286
121.362,31.356
121.41,31.306
121.525,31.281
121.315,31.195
121.45,31.194000000000006
121.47,31.203000000000007
121.451,31.18
121.615,31.268
121.464,31.207
121.437,31.269
121.417,31.217
121.485,31.334
121.493,31.292
121.471,31.297
121.428,31.199
121.453,31.335
121.377,31.261
121.503,31.26
121.523,31.293000000000006
121.517,31.278
121.539,31.299
121.475,31.233
121.475,31.202
121.582,31.275
121.443,31.259
121.518,31.317
121.358,31.167
121.531,31.227
121.418,31.271
121.535,31.287
121.311,31.238000000000003
121.369,31.243
121.448,31.288
121.402,31.147
121.484,31.306
121.498,31.218000000000004
121.382,31.253
121.359,31.22
121.521,31.208
121.461,31.202
121.449,31.293000000000006
121.371,31.31
121.496,31.276
121.366,31.213
121.523,31.322
121.428,31.382
121.528,31.318
121.508,31.297
121.492,31.253
121.365,31.258000000000006
121.392,31.269
121.48,31.269
121.41,31.234
121.489,31.201
121.322,31.296
121.305,31.202
121.409,31.217
121.318,31.308000000000003
121.424,31.328000000000007
121.427,31.135
121.366,31.237
121.625,31.287
121.518,31.275
121.472,31.198
121.44,31.304
121.528,31.301
121.521,31.29
121.41,31.271
121.476,31.19
121.452,31.186
121.41,31.268
121.362,31.179
121.538,31.29
121.419,31.174
121.468,31.234
121.482,31.244
121.463,31.274
121.508,31.312
121.496,31.283
121.455,31.224
121.372,31.13
121.531,31.252
121.432,31.186
121.436,31.32
121.451,31.293000000000006
121.417,31.218000000000004
121.422,31.217
121.392,31.199
121.504,31.289
121.469,31.279
121.536,31.318
121.498,31.216
121.522,31.292
121.532,31.318
121.524,31.281
121.424,31.24
121.362,31.146
121.395,31.247
121.464,31.203000000000007
121.382,31.251
121.478,31.234
121.431,31.152
121.47,31.242
121.427,31.113000000000003
121.414,31.27
121.486,31.308000000000003
121.561,31.29
121.404,31.164
121.447,31.325
121.37,31.208
121.381,31.244
121.452,31.308000000000003
121.449,31.305
121.535,31.3
121.532,31.298
121.37,31.168000000000006
121.44,31.256
121.409,31.279
121.602,31.203000000000007
121.476,31.206
121.45,31.193
121.444,31.236
121.444,31.201
121.449,31.23
121.368,31.209
121.354,31.288
121.437,31.279
121.436,31.258000000000006
121.424,31.264
121.449,31.341
121.448,31.325
121.417,31.212
121.367,31.251
121.373,31.313
121.54,31.274
121.498,31.292
121.511,31.281
121.521,31.275
121.44,31.322
121.414,31.13
121.364,31.27
121.416,31.293000000000006
121.347,31.314
121.487,31.298
121.367,31.19
121.49,31.277
121.519,31.263
121.402,31.129
121.396,31.212
121.522,31.309
121.426,31.134
121.405,31.27
121.541,31.266
121.451,31.279
121.419,31.292
121.379,31.108
121.423,31.291
121.53,31.328000000000007
121.435,31.323
121.394,31.165
121.321,31.296
121.455,31.271
121.497,31.147
121.45,31.293000000000006
121.483,31.274
121.444,31.321
121.384,31.146
121.5,31.312
121.495,31.279
121.638,31.264
121.401,31.272
121.384,31.261
121.453,31.159
121.461,31.198
121.382,31.236
121.395,31.213
121.427,31.189
121.546,31.276
121.459,31.313
121.409,31.243
121.509,31.316
121.459,31.32
121.392,31.242
121.411,31.222
121.536,31.269
121.425,31.237
121.553,31.277
121.499,31.182
121.457,31.296
121.489,31.252
121.493,31.204
121.451,31.252
121.442,31.313
121.446,31.223000000000006
121.449,31.23
121.445,31.228
121.533,31.268
121.405,31.243
121.362,31.244
121.437,31.304
121.454,31.134
121.324,31.235
121.496,31.27
121.344,31.253
121.435,31.328000000000007
121.436,31.242
121.408,31.222
121.454,31.228
121.385,31.237
121.467,31.286
121.36,31.252
121.43,31.208
121.386,31.146
121.35,31.171
121.409,31.359
121.536,31.264
121.531,31.26
121.532,31.322
121.491,31.292
121.403,31.214
121.449,31.293000000000006
121.471,31.293000000000006
121.52,31.207
121.418,31.208
121.349,31.178
121.537,31.263
121.529,31.324
121.421,31.243
121.468,31.324
121.516,31.298
121.502,31.262
121.545,31.312
121.476,31.209
121.39,31.269
121.438,31.279
121.39,31.269
121.455,31.259
121.43,31.248
121.406,31.276
121.516,31.336
121.435,31.239
121.428,31.226
121.505,31.307
121.484,31.181
121.439,31.164
121.384,31.146
121.347,31.165
121.453,31.279
121.305,31.211
121.4,31.129
121.297,31.205
121.512,31.258000000000006
121.43,31.351
121.417,31.23
121.438,31.305
121.413,31.217
121.485,31.253
121.363,31.132
121.47,31.297
121.445,31.257
121.553,31.279
121.432,31.271
121.525,31.327
121.532,31.225
121.516,31.23
121.491,31.31
121.5,31.181
121.525,31.314
121.538,31.317
121.424,31.262
121.413,31.235
121.463,31.303
121.389,31.321
121.408,31.316
121.444,31.207
121.505,31.26
121.476,31.328000000000007
121.479,31.339
121.435,31.267
121.541,31.324
121.329,31.256
121.54,31.307
121.384,31.242
121.388,31.299
121.413,31.235
121.416,31.293000000000006
121.396,31.17
121.476,31.222
121.426,31.165
121.458,31.209
121.47,31.21
121.368,31.259
121.516,31.21
121.466,31.262
121.43,31.256
121.52,31.297
121.443,31.269
121.453,31.228
121.496,31.174
121.49,31.306
121.407,31.216
121.372,31.36
121.446,31.209
121.494,31.222
121.32,31.29
121.475,31.32
121.509,31.304
121.39,31.269
121.482,31.243
121.464,31.202
121.459,31.267
121.486,31.263
121.426,31.218000000000004
121.473,31.243
121.49,31.307
121.465,31.305
121.412,31.27
121.532,31.324
121.477,31.289
121.396,31.24
121.434,31.235
121.394,31.273000000000003
121.416,31.218000000000004
121.49,31.279
121.307,31.296
121.48,31.197
121.529,31.309
121.407,31.146
121.453,31.221
121.422,31.125
121.402,31.222
121.445,31.191
121.409,31.232
121.422,31.139
121.512,31.298
121.455,31.201
121.483,31.226
121.526,31.277
121.485,31.306
121.55,31.208
121.549,31.271
121.338,31.264
121.499,31.273000000000003
121.507,31.264
121.491,31.285
121.528,31.278
121.416,31.174
121.399,31.232
121.466,31.197
121.433,31.131
121.515,31.301
121.455,31.329
121.511,31.317
121.531,31.28
121.32,31.239
121.544,31.265
121.387,31.226
121.413,31.201
121.354,31.346
121.428,31.145
121.517,31.27
121.474,31.204
121.475,31.276
121.448,31.324
121.491,31.29
121.415,31.18
121.35,31.281
121.462,31.326
121.453,31.223000000000006
121.355,31.227
121.488,31.233
121.465,31.213
121.574,31.215
121.457,31.247
121.348,31.265
121.43,31.208
121.421,31.285
121.325,31.29
121.484,31.304
121.427,31.181
121.562,31.229
121.657,31.203000000000007
121.499,31.29
121.448,31.307
121.431,31.152
121.422,31.279
121.435,31.255
121.366,31.237
121.516,31.275
121.445,31.263
121.41,31.242
121.42,31.288
121.436,31.182
121.477,31.207
121.533,31.217
121.43,31.263
121.444,31.223000000000006
121.402,31.264
121.374,31.315
121.529,31.321
121.307,31.172
121.429,31.202
121.414,31.271
121.471,31.293000000000006
121.366,31.235
121.446,31.187
121.54,31.307
121.521,31.282
121.471,31.302
121.405,31.244
121.464,31.209
121.495,31.311
121.417,31.287
121.473,31.221
121.438,31.278
121.435,31.226
121.513,31.311
121.44,31.323
121.35,31.156
121.506,31.277
121.428,31.25
121.495,31.207
121.362,31.282
121.331,31.265
121.495,31.311
121.369,31.24
121.434,31.178
121.533,31.305
121.518,31.309
121.538,31.264
121.512,31.307
121.425,31.145
121.55,31.268
121.348,31.281
121.309,31.231
121.465,31.271
121.429,31.181
121.51,31.317
121.412,31.21
121.482,31.245
121.434,31.153
121.526,31.279
121.431,31.136
121.489,31.223000000000006
121.457,31.242
121.332,31.131
121.521,31.321
121.4,31.289
121.437,31.263
121.389,31.251
121.447,31.313
121.531,31.315
121.509,31.272
121.497,31.3
121.49,31.311
121.35,31.281
121.502,31.273000000000003
121.462,31.252
121.464,31.267
121.471,31.216
121.403,31.168000000000006
121.466,31.197
121.522,31.321
121.464,31.27
121.538,31.326
121.419,31.269
121.377,31.351
121.475,31.277
121.518,31.275
121.479,31.265
121.303,31.315
121.364,31.264
121.32,31.24
121.51,31.304
121.403,31.307
121.518,31.308000000000003
121.511,31.281
121.464,31.257
121.491,31.279
121.438,31.34
121.369,31.114
121.32,31.305
121.488,31.307
121.493,31.269
121.301,31.267
121.483,31.29
121.441,31.261
121.45,31.245
121.48,31.274
121.514,31.305
121.474,31.22
121.519,31.273000000000003
121.484,31.193
121.414,31.199
121.516,31.297
121.44,31.208
121.428,31.259
121.541,31.307
121.521,31.29
121.572,31.248
121.46,31.407
121.505,31.335
121.5,31.257
121.419,31.18
121.381,31.232
121.45,31.145
121.432,31.281
121.505,31.238000000000003
121.446,31.212
121.489,31.256
121.449,31.293000000000006
121.378,31.232
121.539,31.261
121.42,31.143
121.502,31.3
121.363,31.357
121.45,31.372
121.558,31.281
121.534,31.268
121.526,31.32
121.452,31.347
121.517,31.276
121.419,31.196
121.349,31.285
121.439,31.238000000000003
121.276,31.2
121.426,31.163
121.495,31.338
121.53,31.324
121.411,31.164
121.522,31.312
121.435,31.168000000000006
121.481,31.302
121.376,31.128
121.472,31.193
121.362,31.282
121.532,31.315
121.529,31.335
121.461,31.233
121.44,31.233
121.344,31.25
121.481,31.22
121.505,31.308000000000003
121.533,31.268
121.468,31.263
121.47,31.283
121.443,31.179
121.363,31.143
121.385,31.215
121.444,31.338
121.59,31.28
121.422,31.264
121.468,31.187
121.389,31.291
121.442,31.24
121.427,31.268
121.348,31.263
121.425,31.165
121.358,31.218000000000004
121.278,31.158
121.458,31.168000000000006
121.398,31.249
121.531,31.323
121.466,31.227
121.507,31.271
121.483,31.401
121.462,31.32
121.504,31.34
121.516,31.304
121.462,31.191
121.485,31.209
121.471,31.221
121.347,31.132
121.531,31.33
121.368,31.361
121.514,31.257
121.448,31.158
121.449,31.168000000000006
121.523,31.278
121.46,31.273000000000003
121.503,31.272
121.43,31.367
121.38,31.277
121.466,31.207
121.547,31.237
121.589,31.28
121.475,31.277
121.537,31.292
121.384,31.188
121.334,31.267
121.426,31.16
121.492,31.184
121.516,31.28
121.464,31.267
121.539,31.311
121.548,31.291
121.484,31.23
121.454,31.207
121.392,31.266
121.567,31.242
121.452,31.209
121.368,31.256
121.504,31.293000000000006
121.53,31.324
121.513,31.27
121.512,31.338
121.485,31.199
121.447,31.271
121.397,31.348000000000006
121.521,31.269
121.529,31.288
121.528,31.278
121.35,31.402
121.477,31.23
121.333,31.291
121.456,31.322
121.45,31.292
121.403,31.299
121.522,31.322
121.504,31.305
121.507,31.329
121.407,31.288
121.49,31.291
121.367,31.237
121.383,31.176
121.415,31.174
121.515,31.313
121.411,31.298
121.442,31.282
121.524,31.328000000000007
121.476,31.199
121.316,31.242
121.369,31.208
121.441,31.19
121.37,31.251
121.396,31.36
121.508,31.259
121.41,31.232
121.529,31.267
121.389,31.319000000000006
121.356,31.249
121.437,31.183000000000003
121.509,31.194000000000006
121.487,31.26
121.347,31.156
121.308,31.27
121.446,31.126
121.452,31.28
121.553,31.279
121.401,31.066
121.424,31.384
121.524,31.18
121.401,31.29
121.325,31.245
121.479,31.236
121.405,31.242
121.551,31.17
121.412,31.188
121.521,31.258000000000006
121.368,31.229
121.519,31.307
121.502,31.31
121.433,31.226
121.436,31.269
121.492,31.282
121.48,31.269
121.452,31.298
121.541,31.263
121.482,31.201
121.493,31.253
121.399,31.343000000000004
121.5,31.334
121.455,31.245
121.477,31.27
121.467,31.319000000000006
121.439,31.14
121.488,31.262
121.446,31.182
121.476,31.258000000000006
121.417,31.17
121.48,31.286
121.528,31.278
121.405,31.217
121.44,31.183000000000003
121.463,31.274
121.448,31.334
121.535,31.254
121.49,31.295
121.39,31.269
121.481,31.301
121.498,31.216
121.414,31.252
121.445,31.338
121.409,31.283
121.46,31.261
121.519,31.314
121.411,31.186
121.477,31.209
121.49,31.262
121.485,31.211
121.379,31.232
121.476,31.258000000000006
121.427,31.138
121.516,31.288
121.495,31.212
121.469,31.281
121.46,31.301
121.294,31.268
121.537,31.255
121.373,31.199
121.492,31.214
121.517,31.304
121.473,31.271
121.449,31.341
121.388,31.32
121.522,31.227
121.517,31.275
121.527,31.278
121.513,31.303
121.489,31.296
121.546,31.291
121.441,31.132
121.398,31.239
121.483,31.286
121.438,31.286
121.425,31.25
121.401,31.299
121.457,31.313
121.352,31.315
121.472,31.292
121.478,31.271
121.482,31.241
121.433,31.141
121.491,31.202
121.413,31.128
121.543,31.274
121.508,31.291
121.451,31.194000000000006
121.507,31.329
121.486,31.279
121.398,31.17
121.539,31.294
121.384,31.146
121.519,31.18
121.517,31.253
121.494,31.335
121.53,31.263
121.532,31.305
121.502,31.279
121.408,31.104
121.422,31.202
121.449,31.171
121.522,31.256
121.525,31.318
121.382,31.245
121.422,31.201
121.467,31.216
121.495,31.258000000000006
121.437,31.16
121.531,31.315
121.432,31.367
121.478,31.252
121.408,31.283
121.485,31.249
121.472,31.202
121.486,31.314
121.483,31.282
121.51,31.253
121.505,31.234
121.469,31.232
121.459,31.318
121.304,31.294
121.436,31.182
121.442,31.242
121.418,31.191
121.399,31.131
121.482,31.21
121.556,31.24
121.534,31.261
121.422,31.264
121.451,31.22
121.429,31.302
121.317,31.257
121.489,31.333
121.479,31.268
121.48,31.27
121.419,31.265
121.531,31.323
121.411,31.27
121.475,31.3
121.444,31.222
121.522,31.32
121.436,31.158
121.452,31.275
121.457,31.218000000000004
121.378,31.277
121.463,31.18
121.488,31.197
121.415,31.187
121.523,31.277
121.448,31.254
121.487,31.369
121.475,31.339
121.448,31.298
121.452,31.227
121.461,31.253
121.482,31.29
121.446,31.246
121.538,31.319000000000006
121.5,31.173
121.432,31.266
121.502,31.22
121.39,31.293000000000006
121.557,31.195
121.426,31.185
121.434,31.153
121.355,31.14
121.403,31.188
121.428,31.276
121.482,31.29
121.421,31.239
121.32,31.24
121.507,31.148000000000003
121.541,31.321
121.422,31.154
121.434,31.259
121.463,31.218000000000004
121.423,31.273000000000003
121.437,31.238000000000003
121.436,31.135
121.427,31.268
121.308,31.29
121.387,31.235
121.494,31.412
121.379,31.251
121.491,31.331
121.435,31.284
121.37,31.234
121.415,31.269
121.432,31.303
121.465,31.232
121.436,31.221
121.347,31.296
121.401,31.15
121.659,31.202
121.403,31.13
121.388,31.124
121.485,31.306
121.452,31.172
121.478,31.282
121.4,31.272
121.496,31.207
121.441,31.33
121.456,31.275
121.411,31.285
121.402,31.128
121.522,31.232
121.495,31.269
121.403,31.285
121.512,31.259
121.474,31.332
121.487,31.239
121.446,31.235
121.39,31.268
121.4,31.156
121.365,31.276
121.4,31.141
121.432,31.277
121.466,31.207
121.476,31.286
121.464,31.25
121.509,31.185
121.457,31.207
121.431,31.369
121.429,31.206
121.481,31.201
121.513,31.279
121.421,31.197
121.49,31.276
121.548,31.289
121.522,31.32
121.522,31.276
121.429,31.156
121.485,31.319000000000006
121.481,31.244
121.372,31.255
121.392,31.164
121.414,31.272
121.455,31.247
121.532,31.323
121.386,31.255
121.402,31.066
121.513,31.129
121.448,31.136
121.445,31.199
121.425,31.215
121.562,31.229
121.492,31.185
121.498,31.138
121.55,31.267
121.441,31.282
121.513,31.302
121.374,31.216
121.488,31.294
121.449,31.313
121.44,31.218000000000004
121.439,31.215
121.478,31.276
121.429,31.233
121.5,31.28
121.385,31.167
121.477,31.206
121.452,31.275
121.425,31.14
121.457,31.163
121.548,31.226
121.405,31.183000000000003
121.457,31.173
121.548,31.29
121.541,31.263
121.439,31.225
121.445,31.166
121.535,31.265
121.32,31.261
121.58,31.321
121.435,31.324
121.554,31.273000000000003
121.544,31.287
121.494,31.249
121.468,31.274
121.507,31.281
121.385,31.254
121.401,31.276
121.482,31.297
121.411,31.285
121.512,31.227
121.534,31.186
121.483,31.224
121.525,31.301
121.41,31.268
121.512,31.304
121.488,31.24
121.46,31.23
121.476,31.328000000000007
121.324,31.296
121.514,31.303
121.382,31.151
121.526,31.325
121.415,31.264
121.509,31.308000000000003
121.432,31.18
121.391,31.28
121.396,31.171
121.363,31.254
121.432,31.303
121.491,31.308000000000003
121.317,31.27
121.448,31.318
121.454,31.153
121.435,31.091
121.472,31.321
121.427,31.194000000000006
121.5,31.271
121.372,31.245
121.502,31.221
121.49,31.279
121.351,31.22
121.441,31.308000000000003
121.462,31.225
121.508,31.328000000000007
121.434,31.214
121.495,31.205
121.517,31.309
121.45,31.166
121.403,31.13
121.394,31.165
121.518,31.279
121.442,31.307
121.483,31.232
121.5,31.261
121.402,31.242
121.636,31.203000000000007
121.469,31.205
121.467,31.248
121.464,31.32
121.496,31.178
121.446,31.241
121.394,31.133000000000006
121.444,31.264
121.359,31.141
121.489,31.325
121.462,31.313
121.424,31.255
121.511,31.306
121.541,31.288
121.41,31.186
121.47,31.215
121.404,31.279
121.467,31.207
121.489,31.246
121.532,31.314
121.484,31.319000000000006
121.473,31.221
121.531,31.322
121.493,31.346
121.469,31.219
121.409,31.279
121.372,31.216
121.474,31.315
121.311,31.237
121.295,31.204
121.425,31.123
121.587,31.271
121.438,31.216
121.405,31.26
121.536,31.27
121.543,31.271
121.458,31.24
121.459,31.192
121.451,31.138
121.365,31.283
121.451,31.278
121.479,31.27
121.423,31.222
121.431,31.309
121.533,31.295
121.429,31.246
121.43,31.13
121.429,31.187
121.438,31.135
121.425,31.225
121.419,31.202
121.538,31.326
121.523,31.146
121.431,31.189
121.451,31.138
121.474,31.328000000000007
121.507,31.287
121.441,31.255
121.525,31.22
121.544,31.297
121.532,31.313
121.399,31.248
121.389,31.215
121.361,31.131
121.381,31.115
121.503,31.319000000000006
121.507,31.329
121.418,31.279
121.365,31.209
121.498,31.292
121.467,31.295
121.507,31.328000000000007
121.465,31.211
121.4,31.289
121.495,31.337
121.369,31.361
121.491,31.218000000000004
121.464,31.304
121.346,31.259
121.387,31.188
121.4,31.276
121.54,31.212
121.403,31.14
121.504,31.151
121.521,31.291
121.503,31.263
121.328,31.242
121.404,31.29
121.515,31.276
121.476,31.298
121.539,31.266
121.457,31.233
121.416,31.293000000000006
121.491,31.276
121.513,31.225
121.498,31.217
121.414,31.283
121.485,31.302
121.41,31.27
121.375,31.316
121.421,31.204
121.465,31.306
121.39,31.205
121.49,31.318
121.406,31.123
121.402,31.211
121.476,31.252
121.482,31.235
121.463,31.189
121.456,31.154
121.423,31.268
121.517,31.18
121.538,31.176
121.499,31.395
121.539,31.324
121.459,31.313
121.441,31.327
121.411,31.168000000000006
121.448,31.311
121.493,31.288
121.444,31.272
121.422,31.283
121.397,31.267
121.49,31.337
121.4,31.261
121.532,31.313
121.4,31.157
121.544,31.329
121.524,31.322
121.433,31.251
121.451,31.189
121.354,31.177
121.442,31.33
121.378,31.26
121.562,31.212
121.446,31.283
121.383,31.247
121.368,31.173
121.404,31.29
121.394,31.259
121.483,31.237
121.448,31.225
121.477,31.206
121.497,31.308000000000003
121.483,31.274
121.54,31.328000000000007
121.454,31.305
121.455,31.279
121.435,31.178
121.359,31.259
121.527,31.268
121.517,31.27
121.466,31.305
121.459,31.211
121.448,31.307
121.518,31.317
121.406,31.194000000000006
121.482,31.282
121.39,31.268
121.422,31.176
121.322,31.233
121.476,31.2
121.327,31.124
121.462,31.21
121.367,31.237
121.448,31.298
121.485,31.306
121.587,31.251
121.522,31.275
121.437,31.23
121.509,31.277
121.475,31.232
121.529,31.286
121.505,31.181
121.329,31.243
121.503,31.263
121.531,31.323
121.538,31.326
121.505,31.271
121.416,31.149
121.377,31.202
121.517,31.294
121.416,31.207
121.493,31.312
121.483,31.276
121.377,31.25
121.481,31.268
121.408,31.231
121.394,31.259
121.394,31.16
121.459,31.25
121.432,31.23
121.49,31.311
121.419,31.175
121.427,31.148000000000003
121.483,31.26
121.513,31.274
121.458,31.288
121.429,31.209
121.444,31.224
121.46,31.251
121.423,31.264
121.452,31.246
121.371,31.217
121.49,31.318
121.484,31.296
121.465,31.322
121.534,31.331
121.5,31.344
121.436,31.337
121.476,31.328000000000007
121.583,31.279
121.519,31.234
121.544,31.284
121.469,31.282
121.348,31.282
121.436,31.246
121.385,31.237
121.534,31.289
121.445,31.133000000000006
121.527,31.329
121.386,31.131
121.484,31.319000000000006
121.426,31.302
121.386,31.252
121.39,31.214
121.472,31.244
121.48,31.269
121.482,31.258000000000006
121.398,31.287
121.45,31.216
121.449,31.27
121.364,31.249
121.383,31.114
121.588,31.29
121.469,31.283
121.513,31.259
121.514,31.307
121.408,31.217
121.377,31.188
121.407,31.283
121.39,31.267
121.489,31.21
121.531,31.178
121.433,31.328000000000007
121.388,31.291
121.419,31.254
121.538,31.277
121.375,31.224
121.448,31.307
121.424,31.199
121.375,31.237
121.417,31.238000000000003
121.551,31.279
121.48,31.296
121.488,31.276
121.481,31.203000000000007
121.441,31.216
121.326,31.255
121.475,31.331
121.524,31.187
121.523,31.331
121.541,31.321
121.441,31.246
121.442,31.287
121.513,31.305
121.486,31.239
121.353,31.341
121.36,31.211
121.536,31.304
121.487,31.228
121.385,31.283
121.437,31.262
121.376,31.316
121.377,31.129
121.432,31.334
121.43,31.264
121.439,31.135
121.388,31.105
121.478,31.209
121.35,31.171
121.452,31.235
121.442,31.224
121.46,31.198
121.429,31.19
121.403,31.25
121.368,31.209
121.403,31.348000000000006
121.525,31.317
121.44,31.253
121.509,31.252
121.389,31.258000000000006
121.449,31.293000000000006
121.35,31.281
121.422,31.138
121.5,31.212
121.472,31.287
121.518,31.308000000000003
121.448,31.273000000000003
121.419,31.292
121.405,31.204
121.38,31.233
121.394,31.257
121.346,31.191
121.429,31.288
121.489,31.239
121.531,31.28
121.405,31.113000000000003
121.399,31.271
121.518,31.335
121.598,31.281
121.492,31.317
121.53,31.286
121.516,31.157
121.441,31.228
121.37,31.316
121.483,31.32
